Product_ID,Product_Category_1
P00069942,16
P00070042,5
P00070142,5
P00070242,5
P00070342,5
P00070442,5
P00070542,5
P00070642,5
P00070742,5
P00070842,5
P00070942,15
P00071042,5
P00071142,5
P00071242,5
P00071342,5
P00071442,15
P00071542,5
P00071642,5
P00071742,5
P00071842,18
P00071942,7
P00072042,5
P00072142,5
P00072242,5
P00072342,16
P00072442,5
P00072542,5
P00072742,5
P00072842,5
P00072942,5
P00073042,5
P00073142,5
P00073242,5
P00073342,5
P00073442,5
P00073542,5
P00073642,5
P00073742,5
P00073842,5
P00073942,5
P00074042,5
P00074142,5
P00074242,5
P00074342,5
P00074442,5
P00074542,16
P00074642,5
P00074742,5
P00074842,5
P00075042,10
P00075142,5
P00075242,5
P00075342,5
P00075442,5
P00075542,5
P00075642,5
P00075742,5
P00075842,5
P00075942,5
P00076042,5
P00076142,5
P00076242,5
P00076342,5
P00076442,5
P00076542,5
P00076642,5
P00076742,5
P00076942,5
P00077042,5
P00077142,5
P00077242,5
P00077342,5
P00077442,5
P00077542,5
P00077742,5
P00077842,5
P00077942,5
P00078042,5
P00078142,5
P00078242,5
P00078342,8
P00078442,5
P00078542,5
P00078642,5
P00078742,5
P00078842,5
P00078942,5
P00079042,5
P00079142,5
P00079342,5
P00079442,5
P00079542,5
P00079642,5
P00079742,5
P00079842,5
P00079942,5
P00080042,5
P00080142,5
P00080242,5
P00080342,5
P00080442,5
P00080542,5
P00080642,5
P00080742,5
P00080842,5
P00080942,5
P00081142,5
P00081242,5
P00081342,5
P00081442,5
P00081542,5
P00081642,5
P00081742,5
P00081842,5
P00081942,5
P00082042,5
P00082242,5
P00082342,16
P00082442,5
P00082542,5
P00082742,5
P00082842,5
P00082942,5
P00083042,17
P00083142,7
P00083242,5
P00083342,5
P00083442,5
P00083542,5
P00083642,5
P00083742,5
P00083842,5
P00083942,5
P00084042,5
P00084142,5
P00084242,5
P00084342,5
P00084442,5
P00084542,5
P00084642,5
P00084742,5
P00084842,5
P00084942,5
P00085042,5
P00085142,5
P00085242,5
P00085342,5
P00085442,5
P00085542,5
P00085642,10
P00085742,5
P00085842,5
P00085942,5
P00086042,5
P00086142,5
P00086242,5
P00086342,5
P00086442,5
P00086542,8
P00086642,5
P00086742,5
P00086842,14
P00086942,5
P00087042,5
P00087142,5
P00087242,5
P00087342,5
P00087442,5
P00087542,5
P00087642,5
P00087742,5
P00087842,5
P00087942,5
P00088042,5
P00088142,5
P00088242,5
P00088342,5
P00088442,5
P00088542,5
P00088642,5
P00088742,5
P00088842,5
P00088942,5
P00089042,13
P00089142,5
P00089242,5
P00089342,5
P00089442,5
P00089542,5
P00089642,5
P00089742,5
P00089842,5
P00089942,5
P00090042,16
P00090142,5
P00090242,16
P00090342,5
P00090442,5
P00090542,5
P00090642,5
P00090742,5
P00090842,5
P00090942,5
P00091042,5
P00091142,5
P00091242,5
P00091342,5
P00091442,5
P00091542,5
P00091642,5
P00091742,18
P00091842,5
P00091942,5
P00092042,5
P00092142,5
P00092242,5
P00092342,7
P00092442,5
P00092542,5
P00092642,5
P00092842,16
P00092942,5
P00093042,5
P00093142,5
P00093242,5
P00093342,5
P00093442,5
P00093542,5
P00093642,16
P0009842,5
P0009942,5
P00100042,5
P00100142,5
P00100342,10
P00100442,5
P00100542,16
P00100642,5
P00100742,5
P00100842,5
P00100942,5
P00101042,5
P00101142,5
P00101242,8
P00101342,5
P00101442,15
P00101542,5
P00101642,13
P00101742,5
P00101842,5
P00101942,5
P00102042,5
P00102142,5
P00102242,5
P00102342,5
P00102442,5
P00102542,5
P00102642,5
P00102742,5
P00102842,5
P00102942,5
P00103042,5
P00103142,8
P00103242,5
P00103342,5
P00103442,5
P00103542,5
P00103642,5
P00103742,5
P00103842,5
P00103942,5
P00104042,5
P00104142,5
P00104242,5
P00104342,5
P00104442,5
P00104542,5
P00104642,5
P00104742,15
P00104842,5
P00104942,5
P00105042,5
P00105142,5
P00105242,5
P00105342,5
P00105442,5
P00105542,5
P00105642,5
P00105842,5
P00105942,5
P00106042,5
P00106142,5
P00106342,5
P00106442,5
P00106542,5
P00106642,5
P00106742,5
P00106842,5
P00106942,5
P00107042,8
P00107142,16
P00107242,5
P00107342,15
P00107442,5
P00107542,5
P00107642,5
P00107742,5
P00107842,5
P00107942,5
P00108042,5
P00108142,5
P00108242,16
P00108342,15
P00108442,5
P00108542,5
P00108642,5
P00108742,8
P00108842,5
P00108942,5
P00109042,5
P00109142,8
P00109242,5
P00109342,5
P00109442,5
P00109542,5
P00109642,5
P00109742,5
P00109842,5
P00109942,5
P00110042,5
P00110142,5
P00110242,5
P00110342,5
P00110442,5
P00110542,5
P00110642,5
P00110742,5
P00110842,5
P00110942,5
P00111042,5
P00111142,5
P00111242,5
P00111342,5
P00111442,5
P00111542,15
P00111642,5
P00111742,5
P00111842,5
P00111942,5
P00112042,5
P00112142,5
P00112242,5
P00112342,5
P00112442,5
P00112542,5
P00112642,5
P00112742,6
P00112842,5
P00112942,5
P00113042,11
P00113142,5
P00113242,5
P00113342,5
P00113442,5
P00113542,5
P00113642,5
P00113742,5
P00113842,6
P00113942,5
P00114042,5
P00114142,5
P00114242,5
P00114342,5
P00114442,5
P00114542,5
P00114642,5
P00114742,5
P00114842,5
P00114942,5
P00115042,5
P00115142,5
P00115242,5
P00115342,5
P00115442,5
P00115542,5
P00115642,5
P00115742,5
P00115842,5
P00115942,5
P00116042,5
P00116142,5
P00116242,5
P00116342,16
P00116442,5
P00116542,5
P00116642,5
P00116742,11
P00116842,5
P00116942,16
P00117042,5
P00117142,5
P00117242,5
P00117342,5
P00117442,5
P00117542,5
P00117642,5
P00117742,5
P00117842,5
P00117942,5
P00118042,5
P00118142,5
P00118242,5
P00118342,5
P00118442,5
P00118542,5
P00118642,5
P00118742,5
P00118842,5
P00118942,5
P00119042,16
P00119142,5
P00119242,5
P00119342,5
P00119442,5
P00119542,5
P00119642,5
P00119742,5
P00119842,5
P00119942,5
P00120042,5
P00120142,5
P00120242,5
P00120342,5
P00120442,5
P00120542,5
P00120642,5
P00120742,5
P00120842,5
P00120942,5
P00121042,5
P00121142,5
P00121242,3
P00121342,5
P00121442,5
P00121542,5
P00121642,5
P00121742,5
P00121842,5
P00121942,5
P00122042,18
P00122142,16
P00122342,5
P00122442,5
P00122542,11
P00122642,5
P00122742,5
P00122842,12
P00122942,5
P00123042,5
P00123142,5
P00123242,5
P00123342,5
P00123442,5
P00123542,5
P00123642,5
P00123742,5
P00123842,5
P00123942,16
P00124042,5
P00124142,5
P00124242,5
P00124342,5
P00124442,5
P00124542,5
P00124642,5
P00124742,5
P00124842,5
P00124942,5
P00125042,5
P00125142,5
P00125242,5
P00125342,11
P00125442,5
P00125542,6
P00125642,5
P00125742,5
P00125842,5
P00125942,5
P00126042,5
P00126142,5
P00126242,5
P00126342,5
P00126442,5
P00126542,5
P00126642,5
P00126742,5
P00126842,5
P00126942,5
P00127042,5
P00127142,5
P00127242,5
P00127342,5
P00127442,5
P00127542,5
P00127642,5
P00127742,5
P00127842,5
P00127942,5
P00128042,5
P00128142,5
P00128242,5
P00128342,5
P00128442,5
P00128542,5
P00128642,5
P00128742,5
P00128942,5
P00129042,5
P00129142,5
P00129242,5
P00129342,5
P00129442,5
P00129542,5
P00129642,5
P00129742,5
P00129842,5
P00129942,5
P00130042,14
P00130142,5
